text
"Tamir Rice’s Family Gets $6 Million Settlement, Not Their Kid Back     https://t.co/O2EzaYfhWL https://t.co/dHVtpCWCzj"
Texan Input On Renaming ‘Robert E. Lee’ School Goes About As Well As You’d Expect     https://t.co/4vEHuC23tQ https://t.co/ODZKU8DVxM
"Sweet Jesus, somebody is actually going to get shot before this is all over.    https://t.co/J5mYx9QxMS"
Texas School Board Candidate Pretty Sure Pre-K Turns Kids Into Little Gay Whores       https://t.co/Iuff5dO7bk https://t.co/g8CuzsY7ph
“DO NOT EVER TALK ABOUT MY STAFF IN MY RESTAURANT LIKE THAT AGAIN OR I WILL TOSS YOU OUT ON YOUR ASS!”    https://t.co/xRHb8CA6CI
It's Super Tuesday Again For the Eleventy Millionth Damn Time. JOIN US! :D https://t.co/JrafhKy42P https://t.co/xhWmDDvAV3
Bundy Buddies Added Dicks To Indian Petroglyphs. Not A Dick Joke Wonkette Can Get Behind https://t.co/E3UzPiCj6D  https://t.co/lNPSZbwA2m
This Alabama goober is SPECTACULAR.    https://t.co/EHb986Xnwz
Stupid Racist Trump Wannabes Making Their Own Gloriously Stupid And Racist Campaign Ads  https://t.co/6zkdfl9SJ8 https://t.co/SAiQVckRL4
Ben Carson So Mad Obama Sold Harriet Tubman Into Slavery Again  https://t.co/7q5YQeCMbr https://t.co/qBprXDrm7W
O’Reilly Henchbro Jesse Watters Tricks Millennials Into Saying Fairly Reasonable Things  https://t.co/mpza7R1Y95 https://t.co/v88IggqbGS
"Who Is the Worse Spousal Campaign Surrogate, Jane Sanders or Bill Clinton? https://t.co/JGSrvUEFzx https://t.co/HoDL81bS7u"
‘Fox &amp; Friends’ Jackholes Know Who Will Pick The Next President And It Is Jesus  https://t.co/yGsFSTirJn https://t.co/sUcU2UxwFM
Bill Cosby Fails To Sedate Appeals Court https://t.co/PqVBPyRqDB  https://t.co/6Mj8xHG8Kt
"Customer Wins $12,000 Judgment Against Steakhouse, Errybody Wants Us To Shout About It   https://t.co/myF1FS5OaS https://t.co/weiilD65To"
"Lawyer Sues Over $2.25 Cup Of Soup, Because Sure Why Not   https://t.co/vlh5XCXeUw via @EyePatchGuy https://t.co/l6PGH67xNs"
"Sara Benincasa’s ‘Real Artists Have Day Jobs’ Comprises Many Chapters, Words. Buy It!   https://t.co/EUXfLE1qnn https://t.co/xoqNYTc4Y7"
Colorado Supreme Court Tells Gay-Hatin’ Baker To Go Choke On Some Cake Batter   https://t.co/tafFOUcrXE https://t.co/thGINzODeE
"Tamir Rice’s Family Gets $6 Million Settlement, Not Their Kid Back   https://t.co/O2EzaYfhWL https://t.co/dHVtpCWCzj"
Texan Input On Renaming ‘Robert E. Lee’ School Goes About As Well As You’d Expect   https://t.co/4vEHuC23tQ https://t.co/ODZKU8DVxM
Stupid Racist Trump Wannabes Making Their Own Gloriously Stupid And Racist Campaign Ads https://t.co/6zkdfl9SJ8 https://t.co/SAiQVckRL4
How dare Obama do slavery to Harriet Tubman? GRRRRR. https://t.co/7q5YQeCMbr
Ben Carson So Mad Obama Sold Harriet Tubman Into Slavery Again https://t.co/7q5YQeCMbr https://t.co/qBprXDrm7W
Oh that Jesse Watters! He sure is a scamp! https://t.co/mpza7R1Y95
O’Reilly Henchbro Jesse Watters Tricks Millennials Into Saying Fairly Reasonable Things https://t.co/mpza7R1Y95 https://t.co/v88IggqbGS
"The point is maybe Jesus CAN vote in your place so shut up, Kirk Cameron’s sister. https://t.co/yGsFSTirJn"
‘Fox &amp; Friends’ Jackholes Know Who Will Pick The Next President And It Is Jesus https://t.co/yGsFSTirJn https://t.co/sUcU2UxwFM
NOPE. NOPE NOPE NOPE. BIG OLE NOPE. NOT OK. https://t.co/myF1FS5OaS
"Customer Wins $12,000 Judgment Against Steakhouse, Errybody Wants Us To Shout About It  https://t.co/myF1FS5OaS https://t.co/weiilD65To"
Bill Cosby Fails To Sedate Appeals Court https://t.co/PqVBPyRqDB https://t.co/6Mj8xHG8Kt
"Lawyer Sues Over $2.25 Cup Of Soup, Because Sure Why Not  https://t.co/vlh5XCXeUw via @EyePatchGuy https://t.co/l6PGH67xNs"
"These are in no way “very simple accommodations."" https://t.co/myF1FS5OaS"
"Sara Benincasa’s ‘Real Artists Have Day Jobs’ Comprises Many Chapters, Words. Buy It!  https://t.co/EUXfLE1qnn https://t.co/xoqNYTc4Y7"
Colorado Supreme Court Tells Gay-Hatin’ Baker To Go Choke On Some Cake Batter  https://t.co/tafFOUcrXE https://t.co/thGINzODeE
"The entire legal system could not be reached for comment, because it was far too busy laughing hysterically. https://t.co/vlh5XCXeUw"
"DRUDGE SIRENS! Beyoncé Murdering White America For The CIA!
 https://t.co/dHhfQ87oi7 via @EvanHurst https://t.co/sIluJUOY5D"
"Customer Wins $12,000 Judgment Against Steakhouse, Errybody Wants Us To Shout About It https://t.co/myF1FS5OaS https://t.co/weiilD65To"
"Tamir Rice’s Family Gets $6 Million Settlement, Not Their Kid Back  https://t.co/O2EzaYfhWL https://t.co/dHVtpCWCzj"
Texan Input On Renaming ‘Robert E. Lee’ School Goes About As Well As You’d Expect  https://t.co/4vEHuC23tQ https://t.co/ODZKU8DVxM
"Are you an aficionado of pointless, asinine lawsuits? And boy, do we have a good one for you today. https://t.co/vlh5XCXeUw"
"Lawyer Sues Over $2.25 Cup Of Soup, Because Sure Why Not https://t.co/vlh5XCXeUw via @EyePatchGuy https://t.co/l6PGH67xNs"
Refusing to serve minority populations you don’t like is not a “long-cherished American freedom.” https://t.co/tafFOTUQz4
"Sara Benincasa’s ‘Real Artists Have Day Jobs’ Comprises Many Chapters, Words. Buy It! https://t.co/EUXfLE1qnn https://t.co/xoqNYTc4Y7"
"Dig a fresh grave, y’all, we gots another Christian martyr to bury. https://t.co/tafFOUcrXE"
"We don’t know why these white dudes are such pussies, but we trust God has a plan for them. https://t.co/dHhfQ87oi7"
Colorado Supreme Court Tells Gay-Hatin’ Baker To Go Choke On Some Cake Batter https://t.co/tafFOUcrXE https://t.co/thGINzODeE
We knew Beyoncé was a multi-tasker but OMG. https://t.co/dHhfQ87oi7
"DRUDGE SIRENS! Beyoncé Murdering White America For The CIA!
https://t.co/dHhfQ87oi7 via @EvanHurst https://t.co/sIluJUOY5D"
"Children and families need to learn to be white and live in the suburbs.
https://t.co/O2EzaYfhWL"
"Tamir Rice’s Family Gets $6 Million Settlement, Not Their Kid Back https://t.co/O2EzaYfhWL https://t.co/dHVtpCWCzj"
Texan Input On Renaming ‘Robert E. Lee’ School Goes About As Well As You’d Expect https://t.co/4vEHuC23tQ https://t.co/ODZKU8DVxM
"Sweet Jesus, somebody is actually going to get shot before this is all over.   https://t.co/J5mYx9QxMS"
Texas School Board Candidate Pretty Sure Pre-K Turns Kids Into Little Gay Whores      https://t.co/Iuff5dO7bk https://t.co/g8CuzsY7ph
Stories Of Truly Fantastic Restaurant Bosses https://t.co/xRHb8CA6CI via @EyePatchGuy      https://t.co/ounGgawu2L
“DO NOT EVER TALK ABOUT MY STAFF IN MY RESTAURANT LIKE THAT AGAIN OR I WILL TOSS YOU OUT ON YOUR ASS!”   https://t.co/xRHb8CA6CI
Bundy Buddies Added Dicks To Indian Petroglyphs. Not A Dick Joke Wonkette Can Get Behind https://t.co/E3UzPiCj6D     https://t.co/lNPSZbwA2m
This Alabama goober is SPECTACULAR.   https://t.co/EHb986Xnwz
Fox News Morons So Scared Of Taking A Dump At Target https://t.co/J5mYx9QxMS via @EvanHurst   https://t.co/w4jTMTQFTy
Maine Gov. Paul LePage Wishes Indians Would Talk Gooder Like   https://t.co/UQNvbYN5Dm https://t.co/18JSWE27YW
Texas School Board Candidate Pretty Sure Pre-K Turns Kids Into Little Gay Whores   https://t.co/Iuff5dO7bk https://t.co/g8CuzsY7ph
Gal Who Looks Like Ted Cruz Will Do Porno For $10K; You Can Not Watch It For Free https://t.co/z4jz0vo5bJ   https://t.co/ST8vxWziXx
Jim Webb Feeling Mighty Stabby About These Goldurned Injun-Lovin’ Andrew Jackson Haters   https://t.co/qIp59VVaNP https://t.co/0SXzT0mOvl
Best Pals Ted Cruz And John Kasich Will Use Buddy System To Defeat Donald Trump    https://t.co/whqwLZao89 https://t.co/FML03aak33
"Austria Considering Far Right President, Because You Know Who Else Hated Immigrants?    https://t.co/XMUeE4OmHF https://t.co/yg3iqToBkQ"
Mississippi Bill To Allow Divorce For Domestic Violence Accidentally Walks Into The Door    https://t.co/QLA6XyY5S9 https://t.co/5zSwIU7Z8J
Stories Of Truly Fantastic Restaurant Bosses https://t.co/xRHb8CA6CI via @EyePatchGuy    https://t.co/ounGgawu2L
Bundy Buddies Added Dicks To Indian Petroglyphs. Not A Dick Joke Wonkette Can Get Behind    https://t.co/E3UzPiCj6D https://t.co/lNPSZbwA2m
This Preacher Is Pretty Sure Sex With A Snake Will Make You Homeless Or Something    https://t.co/EHb986Xnwz https://t.co/QXa1ek9JIK
Gross Tom Delay Writes Gross Letter In Support Of Super-Gross Dennis Hastert    https://t.co/bodxvYvPR6 https://t.co/2DpqE92jBC
"Sweet Jesus, somebody is actually going to get shot before this is all over.  https://t.co/J5mYx9QxMS"
Fox News Morons So Scared Of Taking A Dump At Target https://t.co/J5mYx9QxMS via @EvanHurst     https://t.co/w4jTMTQFTy
Just think what this lady accomplish once Texas secedes from the USA.  https://t.co/Iuff5dO7bk
Maine Gov. Paul LePage Wishes Indians Would Talk Gooder Like     https://t.co/UQNvbYN5Dm https://t.co/18JSWE27YW
"Do you remember our new favorite Texas lady, Mary Lou Bruner?     https://t.co/Iuff5dO7bk"
Texas School Board Candidate Pretty Sure Pre-K Turns Kids Into Little Gay Whores     https://t.co/Iuff5dO7bk https://t.co/g8CuzsY7ph
And pundits wonder why Donald Trump is polling so well.  https://t.co/z4jz0vo5bJ
Gal Who Looks Like Ted Cruz Will Do Porno For $10K; You Can Not Watch It For Free     https://t.co/z4jz0vo5bJ https://t.co/ST8vxWziXx
Jim Webb Feeling Mighty Stabby About These Goldurned Injun-Lovin’ Andrew Jackson Haters     https://t.co/qIp59VVaNP https://t.co/0SXzT0mOvl
The Republican primary is pathetic again.  https://t.co/whqwLZao89
Best Pals Ted Cruz And John Kasich Will Use Buddy System To Defeat Donald Trump     https://t.co/whqwLZao89 https://t.co/FML03aak33
"""The note had an arrow pointing to it, saying: 'Fill this hole with cock.'""  https://t.co/xRHb8CA6CI"
"Austria Considering Far Right President, Because You Know Who Else Hated Immigrants?     https://t.co/XMUeE4OmHF https://t.co/yg3iqToBkQ"
“Sometimes I really wonder how some of these people make it through their everyday lives.” https://t.co/xRHb8CA6CI
“DO NOT EVER TALK ABOUT MY STAFF IN MY RESTAURANT LIKE THAT AGAIN OR I WILL TOSS YOU OUT ON YOUR ASS!”  https://t.co/xRHb8CA6CI
Mississippi Bill To Allow Divorce For Domestic Violence Accidentally Walks Into The Door     https://t.co/QLA6XyY5S9 https://t.co/5zSwIU7Z8J
"""So this is the true story of a customer abusing a waitress, and the customer getting fired.""     https://t.co/xRHb8CA6CI"
Stories Of Truly Fantastic Restaurant Bosses https://t.co/xRHb8CA6CI via @EyePatchGuy     https://t.co/ounGgawu2L
Bundy Buddies Added Dicks To Indian Petroglyphs. Not A Dick Joke Wonkette Can Get Behind     https://t.co/E3UzPiCj6D https://t.co/lNPSZbwA2m
This Alabama goober is SPECTACULAR.  https://t.co/EHb986Xnwz
This Preacher Is Pretty Sure Sex With A Snake Will Make You Homeless Or Something     https://t.co/EHb986Xnwz https://t.co/QXa1ek9JIK
Fox News Morons So Scared Of Taking A Dump At Target https://t.co/J5mYx9QxMS via @EvanHurst  https://t.co/w4jTMTQFTy
Maine Gov. Paul LePage Wishes Indians Would Talk Gooder Like  https://t.co/UQNvbYN5Dm https://t.co/18JSWE27YW
Texas School Board Candidate Pretty Sure Pre-K Turns Kids Into Little Gay Whores  https://t.co/Iuff5dO7bk https://t.co/g8CuzsY7ph
Gal Who Looks Like Ted Cruz Will Do Porno For $10K; You Can Not Watch It For Free  https://t.co/z4jz0vo5bJ https://t.co/ST8vxWziXx
Jim Webb Feeling Mighty Stabby About These Goldurned Injun-Lovin’ Andrew Jackson Haters  https://t.co/qIp59VVaNP https://t.co/0SXzT0mOvl
Best Pals Ted Cruz And John Kasich Will Use Buddy System To Defeat Donald Trump   https://t.co/whqwLZao89 https://t.co/FML03aak33
"Sweet Jesus, somebody is actually going to get shot before this is all over. https://t.co/J5mYx9QxMS"
"Austria Considering Far Right President, Because You Know Who Else Hated Immigrants?   https://t.co/XMUeE4OmHF https://t.co/yg3iqToBkQ"
Mississippi Bill To Allow Divorce For Domestic Violence Accidentally Walks Into The Door   https://t.co/QLA6XyY5S9 https://t.co/5zSwIU7Z8J
Stories Of Truly Fantastic Restaurant Bosses https://t.co/xRHb8CA6CI via @EyePatchGuy   https://t.co/ounGgawu2L
Have you all signed up to help the American Family Association boycott Target? It’s the hottest thing right now! https://t.co/J5mYx9QxMS
Bundy Buddies Added Dicks To Indian Petroglyphs. Not A Dick Joke Wonkette Can Get Behind   https://t.co/E3UzPiCj6D https://t.co/lNPSZbwA2m
This Preacher Is Pretty Sure Sex With A Snake Will Make You Homeless Or Something   https://t.co/EHb986Xnwz https://t.co/QXa1ek9JIK
Gross Tom Delay Writes Gross Letter In Support Of Super-Gross Dennis Hastert   https://t.co/bodxvYvPR6 https://t.co/2DpqE92jBC
Fox News Morons So Scared Of Taking A Dump At Target https://t.co/J5mYx9QxMS via @EvanHurst https://t.co/w4jTMTQFTy
Just think what this lady accomplish once Texas secedes from the USA. https://t.co/Iuff5dO7bk
Maine Gov. Paul LePage Wishes Indians Would Talk Gooder Like https://t.co/UQNvbYN5Dm https://t.co/18JSWE27YW
"How did this get to be all about how black people are annoying Jim Webb today?
https://t.co/qIp59VVaNP"
"Do you remember our new favorite Texas lady, Mary Lou Bruner? https://t.co/Iuff5dO7bk"
"Ugh, why do people have to get all emotional over a little genocide, huh? https://t.co/qIp59VVaNP"
Texas School Board Candidate Pretty Sure Pre-K Turns Kids Into Little Gay Whores https://t.co/Iuff5dO7bk https://t.co/g8CuzsY7ph
And pundits wonder why Donald Trump is polling so well. https://t.co/z4jz0vo5bJ
"Next thing you know, they’ll stop referring to the Civil War as the War of Northern Aggression! https://t.co/qIp59VVaNP"
Gal Who Looks Like Ted Cruz Will Do Porno For $10K; You Can Not Watch It For Free https://t.co/z4jz0vo5bJ https://t.co/ST8vxWziXx
"""Oh come on, Andrew Jackson only genocided Native Americans ONE TIME!"" - Jim Webb https://t.co/qIp59VVaNP"
"Ted Cruz and John Kasich have come up with a plan to stop Donald Trump, hooray! https://t.co/whqwLZao89"
Jim Webb Feeling Mighty Stabby About These Goldurned Injun-Lovin’ Andrew Jackson Haters https://t.co/qIp59VVaNP https://t.co/0SXzT0mOvl
Best Pals Ted Cruz And John Kasich Will Use Buddy System To Defeat Donald Trump  https://t.co/whqwLZao89 https://t.co/FML03aak33
The Republican primary is pathetic again. https://t.co/whqwLZao89
"Austria Considering Far Right President, Because You Know Who Else Hated Immigrants?  https://t.co/XMUeE4OmHF https://t.co/yg3iqToBkQ"
Mississippi Bill To Allow Divorce For Domestic Violence Accidentally Walks Into The Door  https://t.co/QLA6XyY5S9 https://t.co/5zSwIU7Z8J
Stories Of Truly Fantastic Restaurant Bosses https://t.co/xRHb8CA6CI via @EyePatchGuy  https://t.co/ounGgawu2L
Best Pals Ted Cruz And John Kasich Will Use Buddy System To Defeat Donald Trump https://t.co/whqwLZao89 https://t.co/FML03aak33
Bundy Buddies Added Dicks To Indian Petroglyphs. Not A Dick Joke Wonkette Can Get Behind  https://t.co/E3UzPiCj6D https://t.co/lNPSZbwA2m
America's not the only country looking to elect a fascist these days! https://t.co/XMUeE4OmHF
This Preacher Is Pretty Sure Sex With A Snake Will Make You Homeless Or Something  https://t.co/EHb986Xnwz https://t.co/QXa1ek9JIK
"""The note had an arrow pointing to it, saying: 'Fill this hole with cock.'"" https://t.co/xRHb8CA6CI"
Gross Tom Delay Writes Gross Letter In Support Of Super-Gross Dennis Hastert  https://t.co/bodxvYvPR6 https://t.co/2DpqE92jBC
"Austria Considering Far Right President, Because You Know Who Else Hated Immigrants? https://t.co/XMUeE4OmHF https://t.co/yg3iqToBkQ"
“Sometimes I really wonder how some of these people make it through their everyday lives.” https://t.co/xRHb8CA6CI
Mississippi came perilously close to finally joining the 20th Century last week. https://t.co/QLA6XyY5S9
“DO NOT EVER TALK ABOUT MY STAFF IN MY RESTAURANT LIKE THAT AGAIN OR I WILL TOSS YOU OUT ON YOUR ASS!” https://t.co/xRHb8CA6CI
Mississippi Bill To Allow Divorce For Domestic Violence Accidentally Walks Into The Door https://t.co/QLA6XyY5S9 https://t.co/5zSwIU7Z8J
"""So this is the true story of a customer abusing a waitress, and the customer getting fired."" https://t.co/xRHb8CA6CI"
Stories Of Truly Fantastic Restaurant Bosses https://t.co/xRHb8CA6CI via @EyePatchGuy https://t.co/ounGgawu2L
Bundy Buddies Added Dicks To Indian Petroglyphs. Not A Dick Joke Wonkette Can Get Behind https://t.co/E3UzPiCj6D https://t.co/lNPSZbwA2m
This Alabama goober is SPECTACULAR. https://t.co/EHb986Xnwz
This Preacher Is Pretty Sure Sex With A Snake Will Make You Homeless Or Something https://t.co/EHb986Xnwz https://t.co/QXa1ek9JIK
Gross Tom Delay Writes Gross Letter In Support Of Super-Gross Dennis Hastert https://t.co/bodxvYvPR6 https://t.co/2DpqE92jBC
Fine-Ass Reykjavik Mayor Is Your New Political Sexxx Fantasy Of The Week!! https://t.co/HAPvmLYkJT https://t.co/pj8YTf3m8d
Bill O’Reilly Doubles Down On All Those Blacks With Their Tattooed Foreheads...  https://t.co/IXDC55bZVr https://t.co/uISlVJZPGC
"Hey, Maybe Don’t Tell Gay Servers You Hope They Get Stoned (At Least Not With Rocks!)      https://t.co/0OwO4xdYKG https://t.co/fT41rGKiIE"
Tales Of Restaurant Employees Who Failed Spectacularly...via @EyePatchGuy  https://t.co/y88ugLkmyq https://t.co/0FAJ47NzJD
Donald Trump Rises Firm And Hard To Sue Artist Who Painted Him With Itty-Bitty Peener. https://t.co/pv1oDFZZHE https://t.co/ppBQ8ntfoM
Can We All Stop Making Up Fake Cake Fag Stories? That’d Be Great!  https://t.co/bRocppGswf https://t.co/sOMGC3PodE
"Oh Noes!! Texas Might Vote To Secede! Whatever Shall We Do?
       https://t.co/CwkXuifLew via @RobynElyse https://t.co/zL2sR2f6CE"
Trump Advisor Very Worried Native Americans Might Get The Bomb And Nuke Montana    https://t.co/ezAysATo3a https://t.co/QpFdYgUclV
A Children’s Treasury Of Wingnut Reactions To Harriet Tubman On The $20 Bill....      https://t.co/odECe4Obvn https://t.co/OKPCn0Xtng
"Fancy Branson Road Tripping With The Duggars On This Week’s ""Jill And Jessa"" --via @snipy https://t.co/ttxi496zFM  https://t.co/hiPEI9RyIH"
Elizabeth Warren Doesn’t Seem To Like That Ted Cruz Boy Very Much--via @EvanHurst   https://t.co/WWfR7lxuNi https://t.co/R83vgixOgp
"Study Finds Tipping Actually Helps Servers, Is Only Half-Stupid---via @EyePatchGuy    https://t.co/rJUCePrqlC  https://t.co/cWoN7fHUFP"
Can We All Stop Making Up Fake Cake Fag Stories? That’d Be Great!   https://t.co/bRocppGswf https://t.co/sOMGC3PodE
Deleted Comments: We're in Bed With Trump/Hillary/That Sexy Icelandic Guy! (It's crowded.) https://t.co/JghDE3QZ69 https://t.co/9glbXaxySE
Ohio Gets Second Chance to Make First Impression in Portman-Strickland Senate Deathmatch https://t.co/DgmXLA26RU https://t.co/hk2UOdjAGZ
Fine-Ass Reykjavik Mayor Is Your New Political Sexxx Fantasy Of The Week! https://t.co/HAPvmLYkJT https://t.co/pj8YTf3m8d
Bill O’Reilly Doubles Down On All Those Blacks With Their Tattooed Foreheads...  https://t.co/IXDC55bZVr https://t.co/uISlVJZPGC
Hey! Maybe Don’t Tell Gay Servers You Hope They Get Stoned (At Least Not With Rocks)      https://t.co/0OwO4xdYKG https://t.co/fT41rGKiIE
Trump Advisor Very Worried Native Americans Might Get The Bomb And Nuke Montana    https://t.co/ezAysATo3a https://t.co/QpFdYgUclV
Can You Hack Up Words As Stupid As Camille Paglia?? A Contest!    https://t.co/OaoCVdjmsg via @EvanHurst https://t.co/5kRk1SR6S2
A Children’s Treasury Of Wingnut Reactions To Harriet Tubman On The $20 Bill...      https://t.co/odECe4Obvn https://t.co/OKPCn0Xtng
"Study Finds Tipping Actually Helps Servers, Is Only Half-Stupid--via @EyePatchGuy  https://t.co/rJUCePrqlC  https://t.co/cWoN7fHUFP"
Fancy Branson Road Tripping With The Duggars On This Week’s ‘Jill And Jessa’ --via @snipy https://t.co/ttxi496zFM  https://t.co/hiPEI9RyIH
Elizabeth Warren Doesn’t Seem To Like That Ted Cruz Boy Very Much   https://t.co/WWfR7lxuNi https://t.co/R83vgixOgp
"Oh Noes! Texas Might Vote To Secede! Whatever Shall We Do?...via @RobynElyse 
https://t.co/kaoL5pRtQe"
"Trump Rises Firm And Hard To Sue Artist Who Painted Him With Itty-Bitty Peener
https://t.co/EnRbtwSbuG https://t.co/CVWhKQBLeU"
"Can We All Stop Making Up Fake Cake Fag Stories? That’d Be Great!...via @commiegirl1 
https://t.co/79NbhG5ORH https://t.co/MyHeEdx1Hj"
"Snake Oil Bulletin: No Quacks for Old Men
https://t.co/0hQMt3oR65 https://t.co/6YJJHIFgAQ"
"Here Are Some Tales Of Restaurant Employees Who Failed Spectacularly...via @EyePatchGuy 
https://t.co/I3iHiaYYaO https://t.co/FRQFtkm8Xz"
What Airline Let A Teen Girl Get Molested On Its Plane Like It's No Big Deal This Time? https://t.co/CJJ30imUmr
Wonkette is world famous in Iceland! https://t.co/h6qHgZa996 https://t.co/mgLQD0Qokr
Big Surprise: Bundy Militia Dildo Bros Loved To Intimidate Local Sheriffs   https://t.co/Ri627fNn8Q https://t.co/9pAPkpOAok
"CNN Steps On Own Dick, Wonders If Prince’s Death Is Good News For Trump And Hillary   https://t.co/xppHdMgbu7 https://t.co/BwMRMLr6hX"
Extremely Disturbed Time Traveler Walks Fourth Dimension To Seek Out Arby’s ‘Food’   https://t.co/PFvHEdKdF5 https://t.co/JBclq6XdNR
How Can You Trust Donald Trump If He Won’t Even Put Trans People IN JAIL?   https://t.co/FVtYiByes7 https://t.co/CFlKlh9qIV
"Treasury Putting Black People And Women All Over Our Money, America Fails To Freak Out    https://t.co/baI7Eqvj43 https://t.co/Yva4lhYl7m"
Wonkette Nominates Sarah Palin To Be Donald Trump’s Drunk-Ass Speechwriter    https://t.co/Q84Ha6jdPh https://t.co/eLQcfHkiao
Sexxxy Richard Branson Says UN Should Drop Drug Policy Of ‘Keep Hitting Yourself’    https://t.co/XLQRMFq94j https://t.co/nf498mIWHL
"Ocean About To Run Out Of Bluefin Tuna, Life Not Worth Living Any More    https://t.co/7CQCU4f2Bd https://t.co/wSwuKV5hjh"
Maine Gov. Paul LePage Explains Death Is Most Effective Overdose Treatment    https://t.co/y9LpaL3z61 https://t.co/YEvHBcvbaI
Bristol Palin Knows Who Has A Penis And Who Has A Vagina    https://t.co/EPBRYCQiPL via @EvanHurst https://t.co/fs5S8xRdFv
Phyllis Schlafly Says Michele Bachmann Too Stupid To Be New Phyllis Schlafly    https://t.co/Luk9LLj4yz https://t.co/7ETbSyuBVJ
Big Surprise: Bundy Militia Dildo Bros Loved To Intimidate Local Sheriffs  https://t.co/Ri627fNn8Q https://t.co/9pAPkpOAok
"CNN Steps On Own Dick, Wonders If Prince’s Death Is Good News For Trump And Hillary  https://t.co/xppHdMgbu7 https://t.co/BwMRMLr6hX"
Extremely Disturbed Time Traveler Walks Fourth Dimension To Seek Out Arby’s ‘Food’  https://t.co/PFvHEdKdF5 https://t.co/JBclq6XdNR
How Can You Trust Donald Trump If He Won’t Even Put Trans People IN JAIL?  https://t.co/FVtYiByes7 https://t.co/CFlKlh9qIV
"Treasury Putting Black People And Women All Over Our Money, America Fails To Freak Out   https://t.co/baI7Eqvj43 https://t.co/Yva4lhYl7m"
Wonkette Nominates Sarah Palin To Be Donald Trump’s Drunk-Ass Speechwriter   https://t.co/Q84Ha6jdPh https://t.co/eLQcfHkiao
